ANID,Group,Sr,Co,B,Ni,U,Li,MgO,Na2O,Ti,Sc,Al2O3,K2O,CaCO3,Zn,Mo,SiO2,Cd,Ba,Rb,Cr
23G-A01,Rancho,9.057482207,8.523135766,50.90735117,0.609503191,1.669991925,12.14484616,365.26521,785.9251482,126.9794065,6.340460085,1310.582976,579.2465859,4897.81137,57.75198814,0.57695935,989077.8721,0.81721714,10.34834471,1.12031749,91.59333035
23G-A02,Rancho,4.013280667,1.886909999,38.65286288,17.08538947,1.556025154,15.53851645,250.8620655,501.7971522,136.5192483,7.277820388,1630.517646,442.877146,4886.234187,101.261096,1.045526424,974878.2315,0.423603096,8.376463729,0.646718046,55.65694542
23G-A03,Rancho,6.16470424,0.651047362,36.31521624,11.57408059,1.401546363,17.64359404,122.0756721,348.1922713,70.08934208,7.922800268,795.1456313,308.2358962,4805.123695,58.26588699,0.738911304,987542.8707,0.289129128,18.73427783,0.610698399,49.4183694
23G-A04,Rancho,19.70826205,1.304597695,85.44961379,11.74494979,4.322118542,3.4463554,227.9239794,653.7127177,147.5853378,16.25637133,1183.823755,981.3909959,11731.94884,131.1499323,1.620419866,979489.0598,2.582334062,16.30161504,1.410059331,0
23G-A05,Rancho,5.698561684,9.380237894,56.44278795,0.225443149,1.700864238,14.34727516,113.5090944,926.9068146,83.94767697,5.68265213,1302.815452,549.4008309,4095.335333,72.7271191,0.64801313,991963.568,0.954573548,40.17684502,0.976362688,35.97414343
23G-A07,Rancho,82.55420851,7.131691508,50.2690521,0.317251348,4.443154104,20.38359163,157.1733411,653.5208987,68.08574721,8.243178452,3040.520018,477.3075493,6879.564396,41.24241791,0.80437739,983865.1643,0,125.8605004,0.501761478,25.98810611
23G-A09,Rancho,9.190950624,0.291047734,36.01991392,6.949654489,1.683610257,14.01058101,192.6834042,674.9748762,124.7938524,7.079303726,1225.343205,472.9988145,6601.960914,61.6496461,0.658994803,988749.8471,0.74130884,4.968378353,0.588777818,47.35559085
23G-A10,Rancho,6.133361846,0.276462891,50.35129556,8.886118773,1.213185317,13.29894921,160.0657641,707.9831392,70.76200462,8.476724302,1021.701335,351.3937197,4439.486773,59.69929629,0.341994226,991304.6685,0.467150533,45.44661019,0.610138339,41.69442937
23G-A13,Rancho,1.8739919,0.199294127,40.94049407,8.387138388,0.780527847,7.502610058,109.8049044,328.5263682,31.74342125,8.002171627,547.0338646,315.1218452,6774.06233,37.31624717,0.09626557,991636.3288,0.37585639,2.669287151,0.373658346,22.58790153
23G-A16,Rancho,4.913942569,0.170505003,40.03630331,7.397974357,1.692667559,6.784701508,124.3951702,339.6463928,38.25896837,8.201836486,596.9222745,313.8819572,6531.073173,51.39065844,0.306453892,990573.5245,0.244185578,26.20106906,0.57730122,48.77730126
23G-A22,Rancho,7.723286643,11.60495337,38.8588874,1.203231863,4.062028295,17.99170472,163.3165747,744.310721,177.975236,7.249643983,1197.353566,501.2342885,6629.899788,47.89076518,0.47033407,982724.6888,1.065905427,44.43731586,0.875264566,69.29537543
23G-A23,Rancho,5.233137765,0.44522439,31.23337519,10.15181717,1.792563591,34.94824148,140.5876061,472.6829392,113.3068436,8.154047635,1403.71531,456.829747,4819.628823,43.46615768,0.127690638,988771.8231,0.285600559,22.19038055,0.945337579,50.87507571
23G-A24,Rancho,67.37719596,1.738989749,18.28084026,16.36994585,1.324075306,27.7313558,1291.242617,605.8165469,54.09775967,7.034572893,1697.032775,460.4885513,49334.29916,131.9660479,0.671009097,942960.7489,0.833297883,10.54548988,0.938900325,56.74211387
23G-A25,Rancho,14.69573862,2.004592739,48.8029784,38.03361142,4.752161948,9.217814847,158.056511,478.5444119,171.4813249,7.145953622,672.6844976,361.4223349,9322.503647,77.92175657,9.7787071,967960.4371,1.375018814,7.623093945,0.516925541,0
23G-A26,Rancho,10.69689453,12.46756927,42.36715547,0.754367954,1.299492026,24.88069426,108.0652091,443.7717662,124.2229289,8.120428957,566.762528,335.2010167,5188.586658,27.45107472,1.253879691,986525.5776,0.937739137,108.6694615,0.577427109,54.24690522
23G-AA01,23G-AA,308.7839429,3.386612718,3.062934357,0.417392776,0.725432319,1.542401861,2228.525418,102.5760463,4.801682111,2.36706177,26.74580957,39.85445126,713340.09,16.84220849,0.250755018,282831.2094,0.573470112,162.3387706,0.198866761,21.97307773
23G-AA03,23G-AA,399.1920513,4.781785672,2.615072455,0.459721434,0.67561002,4.479384192,2521.56193,190.7712879,9.250264706,2.918597288,70.24389537,94.6608014,636905.6932,14.77655326,0.497661706,355211.5654,0.379379732,343.810792,0.191709299,25.59438989
23G-AA04,23G-AA,44.28965257,16.89793163,14.60472229,0.864987741,0.333214852,11.853808,91.98943945,190.4089802,13.85300499,7.39283059,143.8285811,179.8297979,10002.97875,28.49933694,1.733299061,985172.9526,1.921943872,271.5605379,0.407905014,0
23G-AA05,23G-AA,1.36209411,5.10830231,6.112103141,0.495245245,0.322827808,3.507934357,61.63834694,99.26455676,4.74246508,5.303940857,580.6895971,74.66844622,4028.889713,12.55486118,0.50886918,988387.9599,0.558609789,12.15581304,0.176423979,0
23G-AA06,23G-AA,3.807810714,7.102615977,25.98303255,1.758383845,0.50175801,1.951032865,44.70717837,129.2629939,17.82865174,10.51551599,64.171231,167.0957648,7832.632401,14.51916505,1.60160182,990704.8364,1.953504596,36.29504408,0.246787694,0
23G-AA07,23G-AA,1.559389715,6.980454124,14.40008095,0.919816675,0.81366119,1.423896225,33.74319434,112.9339582,25.44609146,5.815476805,104.3153726,158.1584427,4995.93866,15.06463378,1.331892673,991675.2268,1.462081638,11.77304448,0.307843108,0
23G-AA08,23G-AA,26.18270492,6.85844824,9.201690532,0.659931788,0.429719186,2.748857666,93.34163837,141.599288,22.02908281,6.611691563,88.10432683,77.07189338,24655.50536,23.73457164,0.552112823,973455.5498,1.894001194,614.3295758,0.302438019,36.95305799
23G-AA09,23G-AA,4.468608266,6.788686307,10.92722589,0.878853555,0.555303999,2.476578645,36.31185393,153.5500132,12.1599673,6.076735027,504.8813775,131.1389226,4275.10067,9.869029706,1.816832567,991831.2718,1.080988139,20.0841668,0.546248153,43.08095886
23G-AA09(2),23G-AA,1.372278713,4.758099244,8.876673611,1.294079003,0.454786195,2.13792286,62.1645579,146.4240047,16.58676669,6.694125472,438.66806,140.8509656,4009.598446,12.37063013,1.722174768,991904.9529,2.072930669,0.670742205,0.654687196,60.14999746
23G-AA11,23G-AA,0.703764122,5.135598144,13.43737268,0.544937211,2.307836223,0.596730736,32.80514573,155.0114788,14.83979646,5.826073622,125.0264198,79.7922733,3668.583283,12.68958161,0.402269946,995578.1522,0.735984605,0.50901001,0.278932453,72.11718075
23G-AA11(2),23G-AA,1.138689531,5.277610921,13.01454302,0.614068416,2.111686704,0.684895702,38.09500331,153.1428326,7.944893532,5.817679791,204.1864468,91.54878088,3655.465633,12.79295306,0.346776228,995507.5672,1.26890894,0.595502542,0.24045332,28.57164726
23G-BA01,23G-BA,2.364863399,12.41142989,29.92145304,1.024457025,32.43866376,0.440734684,49.51385611,158.659823,46.17002847,11.3477034,222.9262633,484.6494621,5715.828679,24.44982678,145.2587178,985278.5921,11.21670398,26.5431045,0.817568793,0
23G-BA01(2),23G-BA,3.797786797,17.04702075,24.47195665,4.427183064,26.14777908,1.389619147,29.02999774,188.8189769,83.49287678,3.764188551,130.9844001,0,4557.876303,20.25169233,56.16352911,991109.2344,6.980097455,11.79831287,1.456929046,0
23G-BA02,23G-BA,71.759211,15.31699256,195.2984542,11.25370881,9.892664387,3.384343446,115.3724203,338.1946185,68.17952937,0,230.314437,0,14212.22288,97.51514008,103.5949662,973946.269,29.06941127,5597.538064,2.853637642,0
23G-BA02(2),23G-BA,621.0920078,51.12567044,109.5588223,20.51381765,30.16261957,6.354223272,146.1486808,1268.693558,384.0283581,15.30999192,435.6475744,0,20659.28088,192.4577418,380.8628995,945691.9063,60.64315232,11251.99439,6.250771977,0
23G-BA03,23G-BA,1.367694167,11.32461067,7.331450568,0.983400127,12.61466439,0.161491485,32.75318426,22.67892685,18.46542963,8.301660447,28.67333717,0,3383.008372,16.06021505,2.313560849,988624.0336,2.262363628,3.710215669,0.249848946,0
23G-BA04,23G-BA,1.988610668,13.61386697,12.00371579,0,2.207563936,0.887787178,40.19725849,100.3242263,10.09975293,6.192579671,82.84492679,0,4953.60137,24.50019398,4.448118093,993163.7611,6.645351864,2.406964156,1.056806765,0
23G-BA04(2),23G-BA,3.940804733,11.45718532,39.83903944,4.626028146,6.336515509,1.110518898,62.10763478,124.1502044,16.03730231,12.11934354,93.79065125,0,5038.852848,38.92361384,2.542724897,993404.374,0,62.10345447,1.812340961,176.8170069
23G-BA07,23G-BA,2.653485725,9.881600515,89.82983548,4.634729759,2.915027376,0.818896374,87.07231746,92.82608197,100.45994,9.261256054,108.6464211,0,8542.575657,34.6255999,8.380939274,980146.9152,9.56672555,3.101278489,1.453428365,0
23G-BA08,23G-BA,1.289530322,6.5013112,16.80747846,0.883405032,4.766836813,0.343174399,120.1468202,349.0205603,12.24665324,7.74281219,539.1900687,108.8147352,5371.748213,38.67308952,1.150546657,992006.0759,4.72799879,2.864673791,1.316888811,0
23G-BA09,23G-BA,56.88346423,24.03944135,29.18330756,9.313048802,14.63483547,1.655786395,199.0694265,127.4530413,19.10807079,7.406638209,1262.895531,834.4272215,13862.30073,41.29369723,56.55248243,970531.4401,6.242931463,48.61593789,1.654683439,0
23G-BA10,23G-BA,3.843584872,7.780692757,7.954980434,0.561467479,4.492036098,0.341498798,29.94233379,39.21762089,5.837248369,4.433436415,21.94280837,153.0563495,4019.045846,18.56565313,0,995282.2023,2.021370295,0.539723941,0.255914533,97.17032429
23G-BA12,23G-BA,1.636938456,8.635958842,19.24817991,3.948753,6.158828201,0.315120863,56.52033913,82.55139602,15.42460386,13.25480895,126.2455935,290.8611209,7699.668276,50.16498248,2.297871675,990810.3867,4.196781662,0.647850104,0.796997034,171.7171015
23G-BA13,23G-BA,1.09367122,8.048707086,24.93988804,2.83336884,8.220697269,0,57.15141025,86.03926301,16.82528224,7.593918998,108.141895,0,6048.618929,26.81297998,2.193219829,989655.925,6.008471792,2.237636335,0.676177281,313.3317331
23G-BA15,23G-BA,1.042018034,7.53270207,17.32847495,1.415691378,5.644404622,0.309742235,35.36565418,74.34719678,9.375271162,8.749893317,43.63592279,130.655222,5214.123579,15.30388879,2.323183412,991919.8149,3.093861791,1.637465911,0.5595668,85.04059461
23G-F01,23G-F,1.021682656,8.851721245,51.12601524,0.406773282,0.569197497,5.600305124,66.7262071,407.392795,99.90199728,5.824250418,720.66791,531.2326727,3814.622943,21.51430201,1.684270351,991560.2702,0.660637471,5.284578036,0.8463058,0
23G-F02,23G-F,2.041133425,0.212138549,33.33107126,8.260143697,0.275075142,6.908197317,62.45191931,257.3239452,34.32472946,8.208078183,547.0351948,274.1219034,3759.28936,15.09653145,0.599702573,992408.7824,0.371542965,18.37355411,0.487315686,30.88912975
23G-F03,23G-F,1.849686344,0.173060315,56.78438787,8.292541081,0.845004251,4.567526892,75.1825596,380.0423334,63.33339079,6.273566791,689.2387854,424.6874859,4280.052834,15.04760225,0.541217265,992737.3845,0.509669166,3.964963046,1.402674868,41.14435667
23G-F04,23G-F,2.999450323,0.196978862,45.55900133,8.373425571,0.940620694,7.034363527,92.44901126,376.0577067,91.37651105,8.20915544,812.0911798,404.3591669,4274.55328,13.28020716,0.341544254,992520.1554,0.668011767,7.976760955,0.83549361,53.24178348
23G-F05,23G-F,0.941050067,0.389761979,38.95138551,9.268178226,0.394672303,2.063977962,88.59050066,312.7293063,47.80304514,7.778618942,525.7531317,323.6865975,4136.878051,23.47529049,0.491600507,992662.1761,0.404261498,1.488798247,0.655956282,39.3458405
23G-F06,23G-F,2.571886471,0.361078077,40.93354746,8.197511474,0.492156558,2.994416998,73.91679407,351.3341354,90.95979303,7.836359485,606.6070002,389.8580112,3938.345386,17.3392259,0.607403825,992048.6898,0.327945317,5.189006246,0.863688644,35.60057286
23G-F07,23G-F,22.46531737,15.47337741,33.32062798,0.706241449,0.983596265,13.50094187,847.3919147,1062.591957,98.37924571,5.876081484,1538.02419,961.9317654,19688.45239,298.3625489,1.782818352,972028.1982,0.295635598,14.92719665,1.573217231,39.5952399
23G-F08,23G-F,2.398500033,6.490063015,65.64570703,0.362905698,0.448530406,1.972919295,130.0165985,664.3169307,190.89827,6.318395058,505.4030474,505.1034609,4160.635867,31.72710274,0.381573812,992954.796,0.563967682,2.419798077,1.023365065,39.16906886
23G-F09,23G-F,1.104878851,9.326476961,73.4273765,0.649968485,1.373409104,4.693468537,98.90146317,495.0146007,105.7698356,5.035980043,1011.264775,550.342535,3632.483846,31.56896851,1.201104939,989065.3866,2.195186895,5.807720376,1.464016366,53.61871137
23G-F10,23G-F,2.912454209,11.53953098,59.06890049,3.183520442,0.567692572,3.044976906,114.5701266,511.8566926,122.7195371,12.93935473,743.7052745,394.407918,4064.617605,32.75295496,2.373654793,988282.8377,1.551735542,3.48083972,1.001251343,0
23G-F11,23G-F,2.834173358,8.098672346,69.3871066,1.84181252,0.536462059,1.706803988,126.1105151,437.2934357,104.8709896,7.091741253,944.6672889,415.7810383,3761.469222,24.98058433,1.058538547,990142.7398,1.81318437,6.727472481,1.156259152,54.03046128
23GVA02,23G-VA,17.65302304,6.805700611,13.98743788,0.085383158,12.74604931,1.601866381,554.150278,281.0814442,8.825953601,6.754883944,117.9665726,73.61946602,16285.74078,20.29290418,0.16144717,981941.7342,1.08905424,121.3599386,0.653851926,0
23GVA03,23G-VA,3.993170682,10.48816756,43.74137353,3.24453844,1.368333602,21.78523804,2464.395831,330.4259544,90.50554108,9.162814104,739.0884742,808.4219461,10661.10777,155.8745129,4.141092404,968113.7972,4.138378618,22.08707765,2.30531828,0
23GVA04,23G-VA,0.790564055,6.632518049,9.846822518,0.512545702,0.830295071,5.141892822,723.9986528,111.5593876,8.759815927,6.729808791,433.1252818,141.7998579,4398.441388,13.77978365,1.043444759,991256.6226,0.983174617,11.53956185,0.186711003,0
23GVA05,23G-VA,18.08907685,4.29747136,43.62671825,3.142041143,0.490780356,7.685591686,10123.65919,325.3030232,75.46681908,15.79100369,797.4502087,0,33724.10183,64.29365703,2.079400464,947645.3369,6.234113306,240.2759479,8.030768471,359.821392
23GVA06,23G-VA,4.203127885,6.829909488,8.424700867,0.240901516,1.434303048,2.603235538,2540.901948,258.5633773,63.80315422,8.145853173,480.2203922,254.3162403,12082.06143,47.24826564,0.474768522,980722.8676,1.541986523,24.2645883,0.731781849,60.64827497
23GVA07,23G-VA,1.119767861,8.267888144,9.657163214,0.128077823,0.402563348,3.798906932,42.7452584,121.6441286,41.31961744,7.511104384,322.6591794,201.9760177,3814.885332,10.5244274,1.151481151,986648.3511,0.647283685,2.464562876,0.910451289,45.87024564
23GVA08,23G-VA,0.530540811,5.805792399,15.44784369,0.189673441,0.250479444,11.73748609,62.41128479,216.196022,68.26391442,7.520064354,665.613629,276.6521154,3743.314468,15.21520438,0.513514393,993781.2207,1.026355743,2.873714875,0.437738449,0
23GXA01,La Milpa N,8.090197284,9.758785255,11.81159243,0.450410207,1.980625745,11.22193889,11732.63935,453.9736892,272.1598869,6.561596273,4368.604133,610.9138491,20155.17198,6.728352277,1.139049255,959370.0101,0.716535892,66.55431289,3.691883133,73.35024282
23GXA06,La Milpa N,20.07673949,8.257460576,8.179582912,0.818385151,1.24326638,19.16851999,36830.41258,449.0227455,232.1722581,6.099013524,4013.923982,651.3033875,51109.41128,15.68792576,0.939158339,903625.5104,0.590791536,16.19993195,4.312850354,78.96026114
23GXA07,La Milpa N,28.90653907,82.3602647,18.54611619,4.936105551,3.833054258,22.61078339,14395.4474,393.0883926,366.034313,5.312449537,2902.627424,411.7978789,28647.72485,133.1938841,11.59812237,852823.0795,1.49100236,241.1511154,1.766759307,80.20672217
23GXA10,La Milpa N,2.296789904,12.30941851,8.525167731,0.513251033,0.918989744,14.01092362,3471.090043,373.4401629,222.6155594,7.863854927,6642.611348,981.722012,4340.558863,8.053401963,0.509631756,980772.6901,1.442661496,5.319391171,6.189225892,83.34918114
23GXA11,La Milpa N,0.844518214,6.30064786,10.05370357,0.335110333,0.678752845,50.07040214,45.50743418,179.0323267,54.37925569,5.958123258,659.3083413,250.8882517,3737.869903,4.541618561,0.739606377,993045.5813,0.382095106,1.800828157,1.023367489,38.18953288
23GXA12,La Milpa N,1.069617418,7.424701674,9.469305642,0.21983524,0.437827936,40.87344031,192.1925709,174.038236,118.7202534,6.569833785,595.928369,226.5823291,4089.607167,5.544607334,0.444755758,993263.608,0.26978808,2.356699173,0.974277098,43.69250773
23GXA13,La Milpa N,0.986760452,9.533846906,10.11008779,0.324638275,0.411884613,85.09782608,35.56357029,297.8393331,73.94158667,6.812076188,912.8370811,213.5565965,4312.937816,6.306571995,0.29625313,990980.966,3.909398869,9.502002839,1.200002899,57.8940908
23GXA15,La Milpa N,0.916092274,9.274588318,11.38705019,0.139645615,0.563268208,72.58858815,32.5821043,333.4218834,68.52355492,7.241375818,845.2157947,241.0522006,5278.023714,3.856383892,0.316597644,991724.6691,0.78335025,1.575406589,0.880724169,31.75312447
23GXA16,La Milpa N,10.15178077,7.835492264,46.59262182,0.4401243,1.471419369,24.21762712,13040.86103,487.2460065,184.5917286,10.43616153,3082.008966,814.0776061,21307.12301,16.86601513,1.419133276,958414.0492,4.321635366,90.03206589,3.023201616,0
23GXA17,La Milpa N,1.464855444,11.28142746,13.04361121,0.431892675,0.555939906,48.64525548,329.4765012,217.6242474,96.36431813,5.938755643,901.9938905,353.0476134,3383.131167,22.40034152,0.860129915,990686.2223,0.561283414,1.675000796,2.06356419,103.7026613
23GXA18,La Milpa N,1.275135034,12.46861951,5.16799084,0.398624143,0.509025533,55.31024693,91.62998481,280.9512595,128.7628592,5.756702983,801.7048056,356.5321557,4205.437365,14.18994102,0.531178371,989493.8969,0.350475305,4.223827585,1.067067733,0
23GXA19,La Milpa N,3.015826412,7.107853684,9.463190743,0.635586998,1.29356031,10.94426854,3569.994665,392.6656444,201.2260189,7.007312347,3633.195089,665.1542333,6637.972078,13.69794526,0.439153209,983414.4254,0.891558282,5.314006338,2.575073896,74.61344996
23GXA23,La Milpa N,0.689155652,9.136600874,11.79125805,0.261908654,1.677665726,5.942893926,330.857802,96.98087498,18.42996398,6.728726558,137.3846647,151.0315924,4015.263876,11.17563881,0.513111599,992340.7883,0.314953548,2.109774299,0.363721713,42.17633624
23GXA24,La Milpa N,7.949459128,16.27377809,10.90668398,0.444548593,0.828577783,13.05495513,81.61822141,255.0390633,82.02625775,7.623892114,979.903296,278.028151,13254.8175,26.3028221,0.465024778,979520.892,0.861815342,8.823926243,1.177720468,0
24GA01,La Milpa N,1.833980946,20.69121203,3.128742589,2.796997019,0.671928554,11.80997304,347.7548244,182.4664463,34.80301287,6.67356692,719.0530525,334.2063555,3869.955168,23.54998177,2.52207563,975321.9953,0.717023571,17.65788683,0.787284159,35.04640838
24GA02,RBR04,1331.141645,7.760883169,18.02552222,0.914994381,7.300136883,4.845020382,344.9090876,150.8430318,68.18368119,4.541859231,571.494493,295.603539,6937.394683,56.11450625,2.234831272,987143.5459,4.362807311,1130.055915,0.739525181,0
24GA03,RBR04,180.0953273,4.679518846,10.56814362,0.357344243,21.46495798,1.874800718,334.1445115,238.8034511,11.87477908,7.573219283,432.3619413,189.6037028,6323.12774,16.35914305,0.389792708,991584.9782,1.970092011,164.2204543,0.839267673,0
24GA04,RBR04,0.347459276,5.619761886,10.26586245,0.216514752,4.077695285,0.279682755,19.59571472,108.908897,2.618082778,5.905111362,105.8199074,92.22801929,3894.644992,9.02289872,0.189647603,995505.0967,1.042378264,0.153544648,0.207455945,55.36559326
24GA05,RBR04,34.13070973,14.08637264,7.516467816,30.0131396,15.93428454,9.340503553,914.2077307,256.16645,49.91427026,7.979779732,646.6818491,269.6074417,17083.02147,13.67404269,0.413114226,971978.4988,1.357619968,887.3649717,0.579146294,28.05950331
24GA06,RBR04,41.09052725,8.711069925,21.7147385,0.977393828,14.21040039,4.460412597,244.8716812,297.5523323,21.67491461,6.677583017,578.8243354,325.7012704,4865.659322,70.59657803,0.393347736,991572.7369,1.474087363,197.7407934,1.174248281,43.4652159
24GA07,RBR04,45.61346548,7.743809994,25.74646143,0.460297931,10.48330862,20.19238755,84446.83461,534.4135295,39.84406924,4.003896009,741.03578,414.1898535,95881.54133,17.9009746,2.728511672,816264.7584,1.718502935,93.19519494,0.787133421,83.37467443
